Site,Date,Hour,Temperature,Dewpoint,RH,WindDir,Windspeed,CldFrac,MSLP,Weather,Precip,Source
KLAX,7/5/2015 0:00:00,22,64,59,84,VR,5,1,30.02,OVC,,NCDC
KLAX,7/5/2015 0:00:00,23,64,59,84,VR,3,1,30.01,OVC,,NCDC
KLAX,7/6/2015 0:00:00,0,64,59,84,250,5,1,30.01,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,1,64,59,84,240,5,1,30.02,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,2,64,59,84,300,3,1,30.01,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,3,64,59,84,250,5,1,30.01,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,4,64,59,84,280,5,1,30.01,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,5,64,59,84,260,6,1,30.03,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,6,64,60,87,310,6,1,30.03,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,7,64,60,87,0,0,1,30.04,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,8,64,60,87,240,7,1,30.06,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,9,64,60,87,230,5,1,30.06,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,10,65,60,84,240,5,1,30.06,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,11,66,60,81,250,6,1,30.06,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,12,68,60,76,240,11,1,30.04,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,13,70,61,73,270,13,1,30.03,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,14,68,60,76,270,10,0.7,30.01,BKN,0.00,NWS
KLAX,7/6/2015 0:00:00,15,68,60,76,270,9,1,29.99,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,16,67,60,78,270,13,1,29.97,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,17,66,60,81,240,9,1,29.97,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,18,65,60,84,270,10,1,29.96,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,19,63,59,87,280,10,1,29.98,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,20,63,60,90,250,8,1,29.98,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,21,64,59,84,240,6,1,30.00,OVC,0.00,NWS
KLAX,7/6/2015 0:00:00,22,64,60,87,240,3,1,30.01,OVC,,NCDC
KLAX,7/6/2015 0:00:00,23,64,60,87,160,5,1,30.01,OVC,,NCDC
KLAX,7/7/2015 0:00:00,0,64,60,87,100,3,1,29.99,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,1,64,60,87,0,0,1,29.99,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,2,64,60,87,VR,3,1,29.97,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,3,64,60,87,260,6,1,29.97,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,4,64,60,87,270,3,1,29.97,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,5,64,60,87,0,0,1,29.97,BR,0.00,NWS
KLAX,7/7/2015 0:00:00,6,64,60,87,VR,5,1,29.99,BR,0.00,NWS
KLAX,7/7/2015 0:00:00,7,64,60,87,190,5,1,30.01,BR,0.00,NWS
KLAX,7/7/2015 0:00:00,8,64,60,87,240,5,1,30.01,BR,0.00,NWS
KLAX,7/7/2015 0:00:00,9,65,61,87,0,0,1,29.99,BR,0.00,NWS
KLAX,7/7/2015 0:00:00,10,67,61,81,0,0,1,29.99,BR,0.00,NWS
KLAX,7/7/2015 0:00:00,11,68,61,78,230,6,1,29.98,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,12,70,62,76,250,14,0.7,29.97,BKN,0.00,NWS
KLAX,7/7/2015 0:00:00,13,70,61,73,250,13,0.4,29.94,SCT,0.00,NCDC
KLAX,7/7/2015 0:00:00,14,70,62,76,260,10,0.4,29.93,SCT,0.00,NCDC
KLAX,7/7/2015 0:00:00,15,70,61,73,250,11,0.1,29.91,FEW,0.00,NCDC
KLAX,7/7/2015 0:00:00,16,69,60,73,260,11,0.7,29.89,BKN,0.00,NWS
KLAX,7/7/2015 0:00:00,17,67,61,81,250,14,1,29.88,OVC,0.00,NWS
KLAX,7/7/2015 0:00:00,18,67,60,78,240,13,0.1,29.88,FEW,0.00,NCDC
KLAX,7/7/2015 0:00:00,19,66,61,84,240,9,0.1,29.87,FEW,0.00,NCDC
KLAX,7/7/2015 0:00:00,20,66,61,84,230,9,0.1,29.88,FEW,0.00,NCDC
KLAX,7/7/2015 0:00:00,21,66,61,84,240,9,0.1,29.90,FEW,0.00,NCDC
KLAX,7/7/2015 0:00:00,22,65,62,90,230,7,0.4,29.90,SCT,0.00,NCDC
KLAX,7/7/2015 0:00:00,23,66,60,81,190,9,0.1,29.90,FEW,0.00,NCDC
KLAX,7/8/2015 0:00:00,0,66,59,78,VR,5,0.1,29.89,FEW,0.00,NCDC
KLAX,7/8/2015 0:00:00,1,66,60,81,130,6,0.7,29.88,BKN,0.00,NWS
KLAX,7/8/2015 0:00:00,2,66,61,84,90,6,0.7,29.88,BKN,0.00,NWS
KLAX,7/8/2015 0:00:00,3,66,61,84,100,7,1,29.87,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,4,66,60,81,100,5,1,29.87,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,5,66,60,81,80,5,1,29.87,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,6,67,59,76,0,0,1,29.88,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,7,68,59,73,VR,5,1,29.88,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,8,68,59,73,140,3,1,29.89,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,9,68,60,76,0,0,1,29.89,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,10,68,61,78,260,6,1,29.90,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,11,69,61,76,220,5,1,29.89,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,12,70,61,73,280,9,1,29.89,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,13,69,61,76,250,9,1,29.88,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,14,69,60,73,270,10,1,29.87,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,15,71,59,66,250,11,1,29.85,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,16,69,62,79,250,14,0.7,29.84,BKN,0.00,NWS
KLAX,7/8/2015 0:00:00,17,70,60,71,270,17,0.4,29.83,SCT,0.00,NCDC
KLAX,7/8/2015 0:00:00,18,68,60,76,260,16,0.4,29.83,SCT,0.00,NCDC
KLAX,7/8/2015 0:00:00,19,66,58,76,270,15,0.4,29.83,SCT,0.00,NCDC
KLAX,7/8/2015 0:00:00,20,66,59,78,250,9,0.4,29.85,SCT,0.00,NCDC
KLAX,7/8/2015 0:00:00,21,66,59,78,270,14,1,29.86,OVC,0.00,NWS
KLAX,7/8/2015 0:00:00,22,66,59,78,230,9,0.7,29.87,BKN,,NCDC
KLAX,7/8/2015 0:00:00,23,65,60,84,240,8,0.7,29.87,BKN,,NCDC
KLAX,7/9/2015 0:00:00,0,65,60,84,220,9,0.7,29.86,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,1,65,60,84,230,8,0.7,29.85,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,2,64,59,84,250,11,0.7,29.84,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,3,63,59,87,270,9,0.7,29.84,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,4,63,58,84,290,5,0.4,29.85,SCT,0.00,NCDC
KLAX,7/9/2015 0:00:00,5,63,59,87,290,7,0.7,29.87,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,6,64,58,81,270,6,0.7,29.89,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,7,65,58,78,VR,3,0.7,29.90,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,8,66,59,78,240,7,0.7,29.92,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,9,67,59,76,0,0,0.7,29.92,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,10,69,56,63,160,6,0.7,29.92,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,11,71,57,61,250,11,0.7,29.91,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,12,72,58,62,250,13,0.7,29.91,BKN,0.00,NWS
KLAX,7/9/2015 0:00:00,13,73,57,57,240,13,0.4,29.89,SCT,0.00,NCDC
KLAX,7/9/2015 0:00:00,14,72,57,59,240,14,0.1,29.89,FEW,0.00,NCDC
KLAX,7/9/2015 0:00:00,15,73,57,57,270,14,0.1,29.89,FEW,0.00,NCDC
KLAX,7/9/2015 0:00:00,16,71,58,64,270,17,0.1,29.88,FEW,0.00,NCDC
KLAX,7/9/2015 0:00:00,17,69,59,71,260,16,0.4,29.87,SCT,0.00,NCDC
KLAX,7/9/2015 0:00:00,18,68,60,76,250,13,0.4,29.87,SCT,0.00,NCDC
KLAX,7/9/2015 0:00:00,19,67,58,73,240,15,0.4,29.87,SCT,0.00,NCDC
KLAX,7/9/2015 0:00:00,20,66,56,70,270,13,0.4,29.88,SCT,0.00,NCDC
KLAX,7/9/2015 0:00:00,21,66,55,68,270,13,0.1,29.90,FEW,0.00,NCDC
KLAX,7/9/2015 0:00:00,22,66,56,70,270,13,0.1,29.91,FEW,0.00,NCDC
KLAX,7/9/2015 0:00:00,23,65,56,73,260,11,0.1,29.90,FEW,0.00,NCDC
KLAX,7/10/2015 0:00:00,0,66,55,68,VR,6,0.1,29.89,FEW,0.00,NCDC
KLAX,7/10/2015 0:00:00,1,64,56,75,250,8,0.1,29.89,FEW,0.00,NCDC
KLAX,7/10/2015 0:00:00,2,64,56,75,280,8,0.1,29.89,FEW,0.00,NCDC
KLAX,7/10/2015 0:00:00,3,63,57,81,270,9,0.1,29.91,FEW,0.00,NCDC
KLAX,7/10/2015 0:00:00,4,62,57,84,270,9,0.1,29.91,FEW,0.00,NCDC
KLAX,7/10/2015 0:00:00,5,62,57,84,250,6,0.4,29.93,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,6,63,56,78,0,0,0.4,29.93,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,7,67,56,68,VR,3,0.7,29.94,BKN,0.00,NWS
KLAX,7/10/2015 0:00:00,8,68,56,66,280,7,0.4,29.96,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,9,69,56,63,250,10,0.4,29.96,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,10,70,56,61,240,11,0.4,29.96,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,11,70,56,61,260,11,0.4,29.96,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,12,70,57,64,250,13,0.4,29.96,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,13,71,58,64,260,16,0.4,29.95,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,14,70,56,61,250,15,0.4,29.94,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,15,69,58,68,260,14,0.4,29.92,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,16,69,58,68,250,15,0.4,29.91,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,17,68,58,71,260,14,0.4,29.90,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,18,67,59,76,250,14,0.4,29.90,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,19,66,59,78,260,11,0.4,29.90,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,20,65,60,84,270,10,0.4,29.91,SCT,0.00,NCDC
KLAX,7/10/2015 0:00:00,21,65,59,81,250,11,0,29.93,CLR,0.00,NCDC
KLAX,7/10/2015 0:00:00,22,65,58,78,260,10,0,29.94,CLR,0.00,NCDC
KLAX,7/10/2015 0:00:00,23,64,59,84,270,7,0.1,29.93,FEW,0.00,NCDC
KLAX,7/11/2015 0:00:00,0,63,60,90,240,5,0,29.91,CLR,0.00,NCDC
KLAX,7/11/2015 0:00:00,1,63,60,90,230,5,0,29.91,CLR,0.00,NCDC
KLAX,7/11/2015 0:00:00,2,63,60,90,150,5,0,29.90,CLR,0.00,NCDC
KLAX,7/11/2015 0:00:00,3,63,60,90,140,3,0,29.91,CLR,0.00,NCDC
KLAX,7/11/2015 0:00:00,4,63,60,90,0,0,0.1,29.92,FEW,0.00,NCDC
KLAX,7/11/2015 0:00:00,5,63,60,90,250,6,0.4,29.94,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,6,64,60,87,280,6,0.7,29.96,BKN,0.00,NWS
KLAX,7/11/2015 0:00:00,7,64,60,87,230,3,0.4,29.97,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,8,68,60,76,200,5,0.4,29.97,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,9,69,59,71,270,6,0.4,29.97,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,10,71,60,68,270,9,0.4,29.98,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,11,71,60,68,260,13,0.4,29.99,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,12,72,60,66,250,15,0.4,29.99,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,13,71,60,68,260,16,0.4,29.98,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,14,72,60,66,250,16,0.4,29.98,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,15,71,60,68,250,13,0.4,29.97,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,16,70,61,73,250,13,0.4,29.96,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,17,69,60,73,260,13,0.4,29.95,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,18,68,61,78,230,10,0.4,29.96,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,19,66,62,87,230,9,0.4,29.96,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,20,66,60,81,250,8,0.4,29.98,SCT,0.00,NCDC
KLAX,7/11/2015 0:00:00,21,66,60,81,240,6,0,29.99,CLR,0.00,NCDC
KLAX,7/11/2015 0:00:00,22,67,58,73,250,6,0,29.99,CLR,0.00,NCDC
KLAX,7/11/2015 0:00:00,23,66,59,78,260,6,0,29.99,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,0,66,60,81,190,5,0,29.99,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,1,65,60,84,140,5,0,29.99,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,2,65,59,81,120,3,0,29.99,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,3,65,59,81,10,3,0,29.98,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,4,65,59,81,0,0,0,29.98,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,5,64,59,84,0,0,0.1,30.00,FEW,0.00,NCDC
KLAX,7/12/2015 0:00:00,6,65,59,81,VR,6,0.4,30.00,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,7,68,61,78,270,3,0.4,30.00,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,8,69,61,76,270,6,0.4,30.01,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,9,70,62,76,230,5,0.4,30.01,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,10,71,62,73,260,9,0.4,30.01,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,11,72,62,71,260,14,0.4,30.01,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,12,74,61,64,260,11,0.4,30.01,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,13,73,61,66,250,14,0.4,29.99,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,14,73,62,69,260,15,0.4,29.98,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,15,73,62,69,260,16,0.4,29.96,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,16,73,62,69,250,15,0.4,29.95,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,17,70,61,73,260,17,0.4,29.94,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,18,70,60,71,250,14,0.4,29.94,SCT,0.00,NCDC
KLAX,7/12/2015 0:00:00,19,70,59,68,230,13,0,29.93,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,20,69,59,71,240,10,0,29.94,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,21,67,60,78,240,8,0,29.96,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,22,67,61,81,200,6,0,29.96,CLR,0.00,NCDC
KLAX,7/12/2015 0:00:00,23,67,60,78,160,6,0,29.96,CLR,0.00,NCDC
KLAX,7/13/2015 0:00:00,0,67,60,78,140,5,0,29.96,CLR,0.00,NCDC
KLAX,7/13/2015 0:00:00,1,67,60,78,140,3,0,29.96,CLR,0.00,NCDC
KLAX,7/13/2015 0:00:00,2,66,59,78,60,3,0,29.95,CLR,0.00,NCDC
KLAX,7/13/2015 0:00:00,3,66,59,78,50,3,0,29.95,CLR,0.00,NCDC
KLAX,7/13/2015 0:00:00,4,66,59,78,0,0,0,29.95,CLR,0.00,NCDC
KLAX,7/13/2015 0:00:00,5,65,60,84,0,0,0.1,29.96,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,6,67,62,84,100,6,0.4,29.96,SCT,0.00,NCDC
KLAX,7/13/2015 0:00:00,7,69,62,79,90,3,0.4,29.96,SCT,0.00,NCDC
KLAX,7/13/2015 0:00:00,8,72,62,71,110,3,0.1,29.96,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,9,73,62,69,260,9,0.1,29.96,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,10,75,61,62,240,9,0.1,29.96,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,11,74,62,66,260,13,0.1,29.96,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,12,74,63,69,270,13,0.4,29.95,SCT,0.00,NCDC
KLAX,7/13/2015 0:00:00,13,75,63,66,260,15,0.4,29.93,SCT,0.00,NCDC
KLAX,7/13/2015 0:00:00,14,75,60,60,270,17,0.4,29.91,SCT,0.00,NCDC
KLAX,7/13/2015 0:00:00,15,74,60,62,270,20,0.1,29.90,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,16,72,59,64,250,20,0.1,29.89,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,17,71,59,66,270,16,0.1,29.88,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,18,69,59,71,270,15,0.1,29.87,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,19,68,60,76,270,18,0.1,29.86,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,20,67,61,81,250,9,0.1,29.87,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,21,66,60,81,250,7,0.1,29.88,FEW,0.00,NCDC
KLAX,7/13/2015 0:00:00,22,66,60,81,240,6,0.4,29.89,SCT,0.00,NCDC
KLAX,7/13/2015 0:00:00,23,65,61,87,230,6,0.4,29.89,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,0,65,62,90,200,5,0.4,29.88,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,1,65,62,90,0,0,0.4,29.88,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,2,64,61,90,0,0,0.4,29.87,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,3,64,61,90,20,3,0.4,29.87,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,4,64,61,90,VR,3,0.4,29.88,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,5,64,61,90,0,0,0.4,29.88,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,6,65,62,90,0,0,0.7,29.89,BKN,0.00,NWS
KLAX,7/14/2015 0:00:00,7,66,62,87,110,3,0.7,29.90,BKN,0.00,NWS
KLAX,7/14/2015 0:00:00,8,67,61,81,110,7,0.7,29.91,BKN,0.00,NWS
KLAX,7/14/2015 0:00:00,9,70,61,73,0,0,0.7,29.91,BKN,0.00,NWS
KLAX,7/14/2015 0:00:00,10,72,61,68,250,7,0.4,29.91,SCT,0.00,NCDC
KLAX,7/14/2015 0:00:00,11,73,62,69,280,9,0.1,29.90,FEW,0.00,NCDC
KLAX,7/14/2015 0:00:00,12,73,61,66,260,11,0.1,29.89,FEW,0.00,NCDC
KLAX,7/14/2015 0:00:00,13,73,61,66,260,13,0,29.88,CLR,0.00,NCDC
KLAX,7/14/2015 0:00:00,14,72,61,68,260,11,0,29.87,CLR,0.00,NCDC
KLAX,7/14/2015 0:00:00,15,72,61,68,270,10,0.1,29.85,FEW,0.00,NCDC
KLAX,7/14/2015 0:00:00,16,71,61,71,270,13,0.1,29.85,FEW,0.00,NCDC
KLAX,7/14/2015 0:00:00,17,70,61,73,260,11,0.1,29.83,FEW,0.00,NCDC
KLAX,7/14/2015 0:00:00,18,69,62,79,270,10,0,29.83,CLR,0.00,NCDC
KLAX,7/14/2015 0:00:00,19,67,62,84,260,11,0.1,29.84,FEW,0.00,NCDC
KLAX,7/14/2015 0:00:00,20,66,61,84,230,8,0,29.84,CLR,0.00,NCDC
KLAX,7/14/2015 0:00:00,21,66,61,84,240,5,0,29.87,CLR,0.00,NCDC
KLAX,7/14/2015 0:00:00,22,66,61,84,190,6,0,29.87,CLR,0.00,NCDC
KLAX,7/14/2015 0:00:00,23,66,61,84,180,3,0.1,29.87,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,0,65,61,87,0,0,0.1,29.87,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,1,67,61,81,100,6,0.7,29.86,BKN,0.00,NWS
KLAX,7/15/2015 0:00:00,2,66,60,81,0,0,0.7,29.86,BKN,0.00,NWS
KLAX,7/15/2015 0:00:00,3,67,60,78,VR,3,0.7,29.87,BKN,0.00,NWS
KLAX,7/15/2015 0:00:00,4,66,59,78,120,8,1,29.88,OVC,0.00,NWS
KLAX,7/15/2015 0:00:00,5,66,59,78,0,0,1,29.90,OVC,0.00,NWS
KLAX,7/15/2015 0:00:00,6,66,58,76,VR,6,1,29.92,OVC,0.00,NWS
KLAX,7/15/2015 0:00:00,7,67,58,73,100,8,1,29.93,OVC,0.00,NWS
KLAX,7/15/2015 0:00:00,8,68,58,71,90,6,1,29.94,OVC,0.00,NWS
KLAX,7/15/2015 0:00:00,9,72,58,62,VR,5,0.7,29.93,BKN,0.00,NWS
KLAX,7/15/2015 0:00:00,10,74,58,58,0,0,0.1,29.93,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,11,73,59,62,260,13,0.1,29.93,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,12,73,59,62,250,13,0,29.93,CLR,0.00,NCDC
KLAX,7/15/2015 0:00:00,13,74,60,62,250,11,0,29.92,CLR,0.00,NCDC
KLAX,7/15/2015 0:00:00,14,73,60,64,270,13,0,29.91,CLR,0.00,NCDC
KLAX,7/15/2015 0:00:00,15,72,60,66,250,13,0,29.89,CLR,0.00,NCDC
KLAX,7/15/2015 0:00:00,16,72,60,66,260,13,0,29.88,CLR,0.00,NCDC
KLAX,7/15/2015 0:00:00,17,71,61,71,270,13,0.1,29.88,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,18,69,62,79,250,14,0.1,29.88,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,19,68,62,81,260,13,0.1,29.89,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,20,66,62,87,250,10,0.1,29.91,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,21,65,61,87,250,8,0.1,29.92,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,22,65,60,84,250,7,0.1,29.93,FEW,0.00,NCDC
KLAX,7/15/2015 0:00:00,23,65,60,84,260,5,0.1,29.93,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,0,64,60,87,240,3,0.4,29.93,SCT,0.00,NCDC
KLAX,7/16/2015 0:00:00,1,66,61,84,VR,3,0.7,29.94,BKN,0.00,NWS
KLAX,7/16/2015 0:00:00,2,66,61,84,VR,3,0.7,29.93,BKN,0.00,NWS
KLAX,7/16/2015 0:00:00,3,67,61,81,100,3,0.7,29.93,BKN,0.00,NWS
KLAX,7/16/2015 0:00:00,4,67,60,78,0,0,1,29.93,OVC,0.00,NWS
KLAX,7/16/2015 0:00:00,5,67,60,78,80,5,1,29.94,OVC,0.00,NWS
KLAX,7/16/2015 0:00:00,6,67,60,78,120,6,1,29.95,OVC,0.00,NWS
KLAX,7/16/2015 0:00:00,7,68,59,73,0,0,1,29.96,OVC,0.00,NWS
KLAX,7/16/2015 0:00:00,8,71,59,66,0,0,0.7,29.96,BKN,0.00,NWS
KLAX,7/16/2015 0:00:00,9,71,60,68,250,7,0.1,29.95,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,10,72,60,66,250,10,0,29.95,CLR,0.00,NCDC
KLAX,7/16/2015 0:00:00,11,73,60,64,240,9,0,29.95,CLR,0.00,NCDC
KLAX,7/16/2015 0:00:00,12,72,61,68,260,13,0,29.94,CLR,0.00,NCDC
KLAX,7/16/2015 0:00:00,13,71,60,68,260,14,0.1,29.93,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,14,73,60,64,250,14,0.1,29.91,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,15,71,60,68,250,16,0.1,29.91,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,16,70,61,73,250,14,0.1,29.89,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,17,70,61,73,270,14,0.1,29.87,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,18,68,61,78,250,13,0.1,29.87,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,19,67,61,81,260,10,0.1,29.87,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,20,66,61,84,270,10,0.1,29.88,FEW,0.00,NCDC
KLAX,7/16/2015 0:00:00,21,65,61,87,250,9,0.4,29.90,SCT,0.00,NCDC
KLAX,7/16/2015 0:00:00,22,65,61,87,260,8,0.7,29.91,BKN,,NCDC
KLAX,7/16/2015 0:00:00,23,64,60,87,270,7,0.7,29.91,BKN,,NCDC
KLAX,7/17/2015 0:00:00,0,65,61,87,280,8,0.7,29.91,BKN,0.00,NWS
KLAX,7/17/2015 0:00:00,1,65,60,84,300,10,0.7,29.89,BKN,0.00,NWS
KLAX,7/17/2015 0:00:00,2,64,60,87,310,6,0.7,29.88,BKN,0.00,NWS
KLAX,7/17/2015 0:00:00,3,64,60,87,320,6,1,29.87,OVC,0.00,NWS
KLAX,7/17/2015 0:00:00,4,64,60,87,VR,6,1,29.86,OVC,0.00,NWS
KLAX,7/17/2015 0:00:00,5,64,60,87,260,6,1,29.87,OVC,0.00,NWS
KLAX,7/17/2015 0:00:00,6,64,60,87,150,5,1,29.88,OVC,0.00,NWS
KLAX,7/17/2015 0:00:00,7,65,60,84,0,0,1,29.89,OVC,0.00,NWS
KLAX,7/17/2015 0:00:00,8,68,61,78,0,0,0.4,29.89,SCT,0.00,NCDC
KLAX,7/17/2015 0:00:00,9,69,61,76,260,7,0.1,29.88,FEW,0.00,NCDC
KLAX,7/17/2015 0:00:00,10,70,61,73,260,10,0.1,29.88,FEW,0.00,NCDC
KLAX,7/17/2015 0:00:00,11,71,61,71,250,11,0.1,29.88,FEW,0.00,NCDC
KLAX,7/17/2015 0:00:00,12,71,61,71,270,10,0.1,29.86,FEW,0.00,NCDC
